Houston Rockets,23,241.1,36.4,79.0,.461,6.5,17.8,.363,30.0,61.1,.490,17.8,23.2,.767,10.1,31.3,41.4,24.8,7.3,6.2,14.4,21.6,97.1
New York Knicks,25,241.0,32.4,75.8,.428,4.4,13.3,.331,28.0,62.5,.449,19.5,26.6,.731,14.1,27.4,41.6,20.3,8.1,5.4,16.5,25.5,88.8
Utah Jazz,16,244.7,34.9,80.1,.436,2.3,7.8,.296,32.6,72.3,.451,22.1,28.7,.769,13.6,28.6,42.2,23.1,7.8,4.5,11.6,25.1,94.3
Indiana Pacers,16,240.0,33.3,74.7,.445,3.7,9.7,.381,29.6,65.0,.455,20.1,27.8,.724,13.4,27.1,40.5,21.7,9.2,4.2,17.8,24.8,90.3
Denver Nuggets,12,250.4,33.0,76.8,.430,4.0,11.5,.348,29.0,65.3,.444,24.3,34.1,.714,13.7,31.0,44.7,18.9,6.2,9.9,16.7,25.5,94.3
Phoenix Suns,10,242.5,39.9,88.5,.451,6.1,17.2,.355,33.8,71.3,.474,20.5,27.8,.737,14.4,30.3,44.7,23.5,8.0,4.2,12.0,19.4,106.4
Atlanta Hawks,11,240.0,34.9,80.1,.436,2.8,8.9,.316,32.1,71.2,.451,17.7,24.0,.739,14.0,26.5,40.5,23.9,8.2,5.3,13.9,24.9,90.4
Chicago Bulls,10,242.5,35.1,75.6,.464,3.5,10.2,.343,31.6,65.4,.483,19.9,26.0,.765,12.4,26.9,39.3,21.8,8.1,4.7,14.2,23.7,93.6
Seattle Supersonics,5,250.0,33.0,78.8,.419,3.4,10.0,.340,29.6,68.8,.430,25.6,37.0,.692,13.8,29.0,42.8,19.0,8.8,5.2,12.6,27.0,95.0
Miami Heat,5,240.0,32.6,78.8,.414,3.4,12.8,.266,29.2,66.0,.442,21.2,29.4,.721,15.4,28.2,43.6,14.4,7.2,4.0,16.4,23.2,89.8
Portland Trail Blazers,4,240.0,41.0,92.0,.446,3.0,10.5,.286,38.0,81.5,.466,18.8,24.0,.781,16.3,28.8,45.0,23.5,8.8,4.5,11.5,20.5,103.8
San Antonio Spurs,4,240.0,33.5,83.8,.400,3.0,9.8,.308,30.5,74.0,.412,18.0,25.0,.720,16.5,27.0,43.5,18.3,7.0,6.0,12.0,23.3,88.0
Golden State Warriors,3,240.0,47.0,90.7,.518,5.0,14.7,.341,42.0,76.0,.553,17.0,24.3,.699,13.7,24.7,38.3,31.3,6.0,8.0,14.7,26.7,116.0
New Jersey Nets,4,246.3,26.8,75.0,.357,3.3,12.5,.260,23.5,62.5,.376,29.8,37.5,.793,14.0,29.3,43.3,15.8,7.3,7.8,17.3,26.3,86.5
Cleveland Cavaliers,3,248.3,33.7,77.7,.433,5.3,12.7,.421,28.3,65.0,.436,22.0,30.3,.725,15.3,22.3,37.7,20.3,7.3,1.0,14.3,22.3,94.7
Orlando Magic,3,240.0,32.3,76.3,.424,6.7,18.3,.364,25.7,58.0,.443,20.3,30.3,.670,16.0,24.0,40.0,19.7,6.3,7.7,19.0,22.3,91.7
League Average,10,242.6,34.7,78.9,.439,4.2,12.4,.341,30.5,66.5,.458,20.4,27.6,.739,13.4,28.4,41.8,21.7,7.8,5.5,14.8,23.9,94.0
