Los Angeles Lakers,19,240.0,50.2,92.4,.543,1.5,4.1,.372,48.7,88.3,.551,24.4,32.3,.755,13.2,32.9,46.1,33.7,9.4,6.3,17.2,26.4,126.3
Boston Celtics,21,240.0,43.3,89.4,.484,1.3,4.5,.287,42.0,85.0,.494,25.3,30.8,.821,13.9,30.0,43.8,27.2,8.3,5.3,16.1,24.0,113.1
Denver Nuggets,15,241.7,47.4,97.8,.485,1.5,4.1,.361,45.9,93.7,.490,25.7,32.9,.781,16.1,29.3,45.3,30.1,9.9,4.7,16.4,27.5,122.0
Philadelphia 76ers,13,240.0,41.3,84.6,.488,0.8,2.3,.367,40.5,82.3,.492,23.6,30.8,.766,15.2,29.1,44.3,21.8,10.3,6.2,18.7,22.8,107.1
Utah Jazz,10,242.5,40.0,87.3,.458,1.4,4.8,.292,38.6,82.5,.468,29.6,37.6,.787,13.1,32.4,45.5,24.3,8.3,7.0,18.5,25.5,111.0
Portland Trail Blazers,9,248.3,47.7,98.1,.486,1.0,4.0,.250,46.7,94.1,.496,22.8,30.1,.756,17.7,28.2,45.9,30.2,9.3,6.1,16.2,30.3,119.1
Detroit Pistons,9,240.0,45.3,95.3,.476,0.8,3.1,.250,44.6,92.2,.483,23.9,30.0,.796,16.1,29.2,45.3,24.0,8.6,3.4,14.3,25.3,115.3
Milwaukee Bucks,8,240.0,40.8,81.8,.498,1.1,5.4,.209,39.6,76.4,.519,26.4,32.9,.802,13.5,26.8,40.3,24.6,8.3,5.0,19.9,29.0,109.0
San Antonio Spurs,5,240.0,41.2,78.0,.528,0.6,5.0,.120,40.6,73.0,.556,27.2,38.0,.716,11.0,30.0,41.0,24.6,7.2,5.6,22.6,31.2,110.2
Houston Rockets,5,240.0,42.8,99.0,.432,0.6,4.4,.136,42.2,94.6,.446,17.8,31.4,.567,22.0,34.8,56.8,21.0,8.8,6.8,16.0,29.4,104.0
Dallas Mavericks,4,258.8,42.8,90.8,.471,2.3,6.0,.375,40.5,84.8,.478,32.8,39.3,.834,15.5,26.8,42.3,24.5,7.3,2.5,15.3,23.5,120.5
Cleveland Cavaliers,4,240.0,45.5,90.0,.506,0.3,2.5,.100,45.3,87.5,.517,21.0,27.5,.764,12.0,26.8,38.8,26.3,9.8,4.3,15.5,30.8,112.3
Chicago Bulls,4,240.0,40.0,85.3,.469,0.5,4.8,.105,39.5,80.5,.491,24.8,31.3,.792,15.3,23.5,38.8,20.0,10.0,4.8,16.8,29.8,105.3
Washington Bullets,4,240.0,40.3,84.5,.476,1.5,7.3,.207,38.8,77.3,.502,19.8,28.0,.705,15.0,23.0,38.0,22.5,9.0,5.0,17.3,24.8,101.8
Phoenix Suns,3,240.0,45.3,90.3,.502,0.3,4.3,.077,45.0,86.0,.523,24.7,31.0,.796,12.7,25.0,37.7,31.3,9.3,4.3,21.0,26.3,115.7
New Jersey Nets,3,240.0,45.0,90.7,.496,0.3,1.3,.250,44.7,89.3,.500,20.0,27.3,.732,11.3,32.0,43.3,25.7,8.0,6.3,16.3,29.0,110.3
League Average,9,241.5,44.4,90.4,.491,1.1,4.1,.273,43.3,86.3,.501,24.8,32.1,.772,14.6,29.6,44.2,26.8,9.0,5.4,17.2,26.5,114.7
